0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,58
0,0,0,4,7,7,4,2,2,2,0,2,7,36,58,36,7,0,0,2,2,4,7,4,0,2,11,20,11,4,2,0,0,0,0,0,0,0,2,4,2,2,2,11,47,78,47,27,16,4,0,0,2,2,2,0,0,0,0,7,31,53,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,8,34,55,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,23,14,3,11,18,11,2,0,0,0,0,0,0,0,0,1,10,44,74,44,11,6,1,0,1,1,1,0,0,0,0,1,5,14,23,14,3,2,4,18,29,18,19,31,19,4,0,2,4,6,4,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,55,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,19,4,1,7,11,7,1,3,7,11,7,5,24,40,24,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,3,4,7,4,1,3,1,8,13,17,11,3,0,0,0,0,0,0,0,0,0,1,9,44,72,44,9,4,7,4,1
0,0,0,0,0,0,0,0,0,7,30,50,30,7,0,0,0,0,0,0,0,0,0,0,0,0,7,33,55,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,18,32,18,5,28,46,32,18,9,0,0,0,0,5,23,37,60,37,9,9,9,0,0,0,0,5,0,0,0,0,9,14,9,5,28,42,28,5,0,0,5,0,0,0,0,9,14,9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,19,30,19,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,53,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,6,4,1,1,0,0,0,0,0,0,3,12,19,12,8,36,61,36,8,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3,1,6,10,23,38,23,5,1,4,6,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,39,64,39,8
0,0,0,1,3,9,14,9,11,13,22,13,7,32,52,32,7,2,2,3,2,8,16,27,16,4,0,0,1,3,4,3,4,7,4,1,0,2,11,17,11,2,3,2,0,0,1,0,0,0,0,0,0,0,1,6,28,46,28,6,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,72,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,51,84,51,18,29,18,4,0,0,0,2,10,18,10,2,2,4,20,33,20,4,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,2,12,20,12,8,4,2,4,18,31,18,4,0,4,16,25,16,6,35,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,81,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,15,9,11,7,2,2,2,0,4,6,4,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,7,32,52,32,50,30,7,2,0,0,0,0,0,0,0,0,0,0,2,7,13,15,9,2,0,0,0,0,0,0,2,6,11,7,4
0,0,8,16,8,0,0,0,0,0,0,0,0,0,0,0,8,24,32,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,89,57,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,8,16,8,4,0,0,0,0,0,0,0,0,8,12,8,0,8,12,8,0,4,12,47,75,47,12,0,0,0,0,8,12,8,0,4,0,0,0,4,12,20,12,4,4,20,36,20,12,20,12,4,0,0,0,4,16,24,16,4,0,0
0,0,0,7,48,75,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,3,0,3,9,16,9,22,35,22,6,3,6,6,28,44,28,6,0,0,9,38,63,38,9,0,0,0,0,0,0,0,0,0,0,0,3,6,13,6,3,3,16,25,16,3,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,0,0,0,0,9,44,76,44,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,38,55,34,7,10,52,86,52,10,0,0,0,0,0,3,0,0,0,0,0,0,0,7,14,7,14,21,14,3,0,0,0,0,3,24,38,24,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,58,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,11,16,11,2,7,13,7,2,0,0,2,9,16,9,2,4,14,23,14,4,0,0,0,2,4,7,5,4,11,16,11,9,5,4,2,2,2,2,0,0,2,11,18,11,4,5,7,5,2,0,0,2,11,50,84,50,73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,82,52,15,0,0,0,0,0,0,0,0
27,11,3,0,0,0,0,0,0,0,3,5,3,0,3,4,3,3,11,19,11,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,9,5,7,12,7,11,18,11,3,0,0,0,0,0,1,1,1,8,37,61,37,8,1,0
0,0,0,0,0,0,0,0,0,0,0,7,33,55,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,3,3,0,0,0,0,0,0,3,4,4,3,0,0,0,3,4,3,1,12,53,88,53,12,9,7,1,0,1,8,13,8,3,3,9,16,13,8,1,7,11,7,24,40,24,5,9,5,8,36,60,36,8,1,1,7,11,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,38,23,6,0,0,0,0,0,0,0,1,9,43,71,43,9,1,6,10,6,1,0,0,2,5,2,0,0,0,0,0
68,28,6,6,6,6,6,11,17,11,0,0,0,0,0,0,6,11,6,6,6,6,0,0,0,0,6,11,23,11,6,6,11,17,17,40,68,40,11,0,6,6,6,0,0,0,0,11,17,11,6,0,0,0,11,17,11,0,6,6,11,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,82,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0
15,7,4,4,0,0,4,0,0,7,11,7,0,0,0,0,4,19,30,19,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,19,11,4,0,0,0,0,0,0,0,4,7,33,52,33
0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,72,43,10,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,6,20,35,20,6,0,2,4,2,6,9,6,4,4,4,2,4,13,22,13,4,0,0,2,2,2,0,0,0,2,9,15,9,2,7,33,55,33,7,2,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,54,34,10,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,2,6,10,6,2,4,2,0,0,0,2,6,8,6,2,2,4,2,10,42,71,42,10,2,0,0,0,0,0,0,0,0,2,8,13,8,2,0,0,2,8,13,8,2,0,0,2,8,13,8,4,17,29,17,4,0,2,6,15
0,0,0,0,0,9,31,53,31,9,0,0,0,0,0,0,4,0,0,0,0,9,13,9,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,5,3,3,12,20,12,12,7,15,25,15,3,2,0,0,0,0,0,0,0,0,0,3,17,27,49,80,49,10,10,5,2,2,12,54,87,54,12,3,5,18,32,18,5,0,0,3,13,23,13,7,28,47,28,10,15,10,3,2
0,0,0,0,0,0,0,0,0,6,33,55,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,6,4,1,0,0,0,1,1,1,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,9,14,9,6,9,14,9,11,7,1,0,0,1,9,40,67,40,9,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,12,53,86,53,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,9,6,3,3,0,0,0,0,0,3,6,3,0,0,0,3,19,34,19,3,0,0,3,16,28,16,3,9,16,22,28,47,28,6,0,9,44,72,44,22,6,3,16,25,16,6,9,6,6,6,9,6,3,3,16,25,16,3,3,6
0,13,50,85,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,3,7,10,7,0,3,3,3,3,3,21,34,55,89,55,10,27,44,27,7,0,0,0,0,7,10,7,27,48,27,7,0,0,0,0,0,0,0,0,0,0,0,3,24,58
0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,73,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,3,3,3,1,1,1,1,1,3,4,3,4,7,10,45,74,45,10,1,1,2,6,10,9,14,24,40,24,5,11,19,11,3,1,2,1,2,9,14,9,2,3,11,19,11,3,1,1,1,0,2,3,9,14,9,10,45,75,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,76,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,1,0,0,0,1,5,9,5,1,1,2,1,0,0,0,0,0,2,3,2,0,2,4,5,9,5,1,0,2,10,16,10,11,17,11,3,2,1,7,32,53,32,7,4,7,4,15,26,15,4,2,0,2,3,4,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,46,75,46,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,13,7,1,0,0,0,1,12,52,84,52,12,12,7,1,0,0,0,1,3,6,3,1,1,1,1,1,3,6,3,1,3,3,15,25,15,12,19,12,4,1,0,0,1,3,6,3,4,6,4,1,0,0,0,0,0,0,1,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,51,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,4,8,4,4,21,34,21,4,0,0,0,11,49,79,49,17,9,2,2,0,0,0,11,49,83,49,11,2,4,2,4,2,0,0,0,2,0,0,0,2,8,11,8,2,2,0,0,0,2,4,8,4,2,0,0,2,6,9,25,42,25
0,7,31,51,31,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,14,4,0,0,0,11,39,67,39,11,0,0,0,11,46,78,46,11,0,0,4,0,0,0,0,0,0,0,4,4,4,0,4,4,11,18,11,4,0,4,0,0,4,11,14,11,21,32,21,18,32,18,4,4,4,4,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,58,35,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,23,40,23,13,3,0,0,0,0,7,10,7,3,0,3,10,17,10,3,0,0,3,3,10,50,83,50,10,0,0,0,0,0,0,0,0,0,3,7,3,10,17,10,3,0,0,0,0,3,10,20,10,3,0,0,3,13,23,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,84,49,14,0,0,0,0
13,23,13,7,31,51,31,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,8,5,2,0,2,3,7,3,2,0,0,0,0,2,2,2,3,2,10,16,10,2,5,20,31,20,28,16,3,0,0,0,0,0,2,3,2,0
0,0,0,0,0,0,0,0,0,0,0,6,33,55,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,24,51,84,51,12,3,1,0,0,3,4,4,5,8,13,8,1,0,3,10,18,10,13,22,13,3,4,5,4,1,0,1,5,9,5,3,10,16,10,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,79,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,11,47,77,47,11,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,13,21,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,4,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0
6,36,53,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,71,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,10,26,47,26,5,10,5,0,0,0,0,0,0,0,5,10,5,5,36,57,36,5,0,0,0,0,0,0,5,10,5,0,0,5,10,5,0,0,0,5,5,16,26,16,16,21,31,21,16,10,0,0,5,5,5,21,36,31,52,31,5,0
0,0,0,14,50,86,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,0,0,0,0,0,0,2,9,15,9,2,0,0,0,0,0,0,1,1,1,0,0,0,1,2,9,15,9,2,1,4,7,4,1,0,0,0,0,0,1,8,38,63,38,8,1,0,0,2,6,10,6,2,0,0,0,1,6,31,72
0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,10,43,71,43,10,0,0,0,0,0,0,0,0
0,0,0,2,2,5,2,2,7,14,7,2,0,0,5,7,5,9,14,9,2,0,0,2,0,0,0,5,23,39,23,5,0,11,48,78,48,11,7,11,7,9,16,9,2,0,0,2,0,0,0,0,0,5,25,41,25,5,11,48,80,48,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,59,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,19,10,5,10,39,63,39,10,0,0,0,0,0,5,0,0,0,0,5,5,5,5,0,0,0,0,0,5,24,39,24,5,15,24,15,39,68,39,10,0,0,0,5,5,5,0,0,0,0,0,0,10,15,10,0,0,0,0,10,19,29
0,0,0,5,11,21,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,0,0,0,0,0,0,0,0,0,11,48,74,48,11,0,0,0,0
11,5,9,15,9,5,21,35,21,5,11,17,11,3,0,2,8,12,8,12,20,12,3,0,0,0,0,0,3,14,23,14,5,11,50,84,50,11,9,6,2,2,6,11,6,2,3,5,3,0,0,0,6,29,47,29,6,2,3,5,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,60,35,10,0,0,0,0,0,0,0,0,0,10,15,10
69,29,6,2,8,13,8,2,0,0,1,0,0,0,0,0,0,0,0,0,2,7,12,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,0,1,4,7,4,1,0,0,0,0,0,0,2,7,12,7,2,1,7,17
0,0,0,0,0,0,6,32,51,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,77,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,12,8,39,63,39,8,4,0,4,4,0,0,0,0,0,0,0,4,20,35,20,4,0,0,8,16,8,0,4,0,4,4,4,4,8,35,59,35,28,16,4,4,8,4,0,8,39,63,39,8,4,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,54,84,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,8,30,46,30,8,0,4,8,34,61,34,15,27,15,4,4,8,30,50,30,38,61,38,8,15,8,4,0,0,0,8,11,8,0,0,0,0,8,11,8,0,0,0,4,0,0,0,4,4,4,11,50,80,50,11,11,8
0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,62,37,9,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,34,53,34,6,0,0,3,3,3,6,9,6,0,0,3,12,19,12,3,0,0,0,0,0,0,3,6,6,6,0,0,0,0,3,9,16,9,3,0,0,0,0,0,0,3,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,86,52,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,29,43,29,5,0,0,0,0,0,0,0,0,0,0,0,0,10,48,82,48,19,14,5,0,0,0,0,5,0,0,0,0,0,5,10,19,10,5,14,24,14,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,85,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,9,37,60,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,6,1,3,1,1,1,3,6,10,6,4,19,30,19,4,3,1,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,41,66,41,10,0,0
3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,42,69,42,9,3,1,0,0,0,0,0,0,1,3,5,3,1,7,11,7,12,20,12,4,1,0,1,0,0,3,9,16,9,4,3,0,0,0,1,0,0,1,8,13,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,52,87,52,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,5,3,0,0,2,6,11,6,2,0,0,0,0,0,0,0,2,9,16,9,2,0,0,0,0,2,2,8,36,60,36,8,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,38,63,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,6,3,5,7,5,1,1,0,0,1,2,5,26,43,26,5,1,0,1,3,5,3,1,2,10,16,10,2,0,0,0,1,2,1,0,0,0,0,1,1,1,1,1,1,0,3,11,18,11,42,69,42,9,1,0,0,0,0,1,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,67,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,4,6,10,6,1,3,1,0,0,0,0,0,0,0,0,0,3,4,3,1,6,10,6,3,1,1,5,9,5,4,3,6,31,52,31,6,0,0,0,1,4,6,4,8,13,8,8,6,29,47,29,6
0,0,0,0,0,0,0,0,14,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,86,50,14,0,0,7,29,43,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,1,2,2,1,0,1,4,5,4,1,0,0,0,0,0,0,0,0,1,4,6,4,1,1,7,31,51,31,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,46,30,8,0,0,0,0,8,46,76,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
